,tweet_id,retweet_count,favorite_count
947,750041628174217216,563,2949
948,750026558547456000,716,2516
949,750011400160841729,819,2996
950,749996283729883136,753,2818
951,749981277374128128,2263,4765
952,749774190421639168,1203,4328
953,749417653287129088,1504,5647
954,749403093750648834,489,2427
955,749395845976588288,3137,7928
956,749317047558017024,2035,5077
957,749075273010798592,1873,5335
958,749064354620928000,1399,4486
959,749036806121881602,727,2876
960,748977405889503236,3116,9985
961,748932637671223296,2051,5387
962,748705597323898880,870,2576
963,748699167502000129,1452,4389
964,748692773788876800,1222,3944
965,748575535303884801,1794,5609
966,748568946752774144,604,2037
967,748346686624440324,1118,4829
968,748337862848962560,3716,7015
969,748324050481647620,687,3435
970,748307329658011649,651,3431
971,748220828303695873,7075,13090
972,747963614829678593,1947,5357
973,747933425676525569,2339,6151
974,747885874273214464,873,2711
975,747844099428986880,672,2611
976,747816857231626240,1052,4485
977,747651430853525504,143,1270
978,747648653817413632,5296,11906
979,747600769478692864,520,2157
980,747594051852075008,943,3402
981,747512671126323200,1471,5103
982,747461612269887489,937,3574
983,747439450712596480,1746,5020
984,747242308580548608,2616,0
985,747219827526344708,1431,4869
986,747204161125646336,828,3114
987,747103485104099331,3607,8847
988,746906459439529985,269,2708
989,746872823977771008,1934,5540
990,746818907684614144,1590,4933
991,746790600704425984,1455,4509
992,746757706116112384,3541,8795
993,746726898085036033,1632,5608
994,746542875601690625,1738,4669
995,746521445350707200,898,0
996,746507379341139972,986,4328
997,746369468511756288,1480,5734
998,746131877086527488,1989,6361
999,746056683365994496,736,3308
1000,745789745784041472,960,3645
1001,745712589599014916,2114,6469
1002,745433870967832576,2297,6512
1003,745422732645535745,2187,7919
1004,745314880350101504,2465,6575
1005,745074613265149952,3167,7242
1006,745057283344719872,2042,6733
1007,744995568523612160,566,2731
1008,744971049620602880,2430,7266
1009,744709971296780288,1427,5207
1010,744334592493166593,1921,6320
1011,744234799360020481,70213,143948
1012,744223424764059648,323,1529
1013,743980027717509120,999,3881
1014,743895849529389061,875,3388
1015,743835915802583040,1858,0
1016,743609206067040256,1263,4149
1017,743595368194129920,5923,16874
1018,743545585370791937,857,3263
1019,743510151680958465,3402,7375
1020,743253157753532416,1113,3915
1021,743222593470234624,1726,5713
1022,743210557239623680,1233,3548
1023,742534281772302336,3264,6526
1024,742528092657332225,1789,4084
1025,742465774154047488,3579,6719
1026,742423170473463808,3402,9049
1027,742385895052087300,1766,6262
1028,742161199639494656,1239,3985
1029,742150209887731712,1390,4689
1030,741793263812808706,1380,4206
1031,741743634094141440,2484,7528
1032,741438259667034112,741,3401
1033,741303864243200000,2903,8091
1034,741099773336379392,4996,9171
1035,741067306818797568,2796,8823
1036,740995100998766593,2453,5804
1037,740711788199743490,858,3135
1038,740699697422163968,705,2645
1039,740676976021798912,6175,16769
1040,740373189193256964,12078,32381
1041,740365076218183684,384,2239
1042,740359016048689152,793,3038
1043,740214038584557568,1776,6154
1044,739979191639244800,5360,18418
1045,739932936087216128,979,3735
1046,739844404073074688,784,3509
1047,739623569819336705,1233,3483
1048,739606147276148736,1485,4967
1049,739544079319588864,19164,36289
1050,739485634323156992,2629,6574
1051,739238157791694849,52546,106565
1052,738891149612572673,6,89
1053,738885046782832640,1040,3499
1054,738883359779196928,718,3033
1055,738537504001953792,1391,4678
1056,738402415918125056,737,2998
1057,738184450748633089,1104,3947
1058,738166403467907072,3023,8037
1059,738156290900254721,579,2270
1060,737826014890496000,1599,4810
1061,737800304142471168,3158,9218
1062,737678689543020544,1190,4618
1063,737445876994609152,4036,9400
1064,737322739594330112,728,3313
1065,737310737551491075,6710,13451
1066,736736130620620800,1534,3861
1067,736392552031657984,6623,16258
1068,736365877722001409,1108,3649
1069,736225175608430592,2529,7463
1070,736010884653420544,2692,7213
1071,735991953473572864,1030,3281
1072,735648611367784448,1004,3721
1073,735635087207878657,2135,5638
1074,735274964362878976,4526,12001
1075,735256018284875776,801,3052
1076,735137028879360001,874,2869
1077,734912297295085568,471,2533
1078,734787690684657664,5733,11509
1079,734776360183431168,486,2314
1080,734559631394082816,353,1371
1081,733828123016450049,714,3293
1082,733822306246479872,920,3381
1083,733482008106668032,849,2870
1084,733460102733135873,1134,3854
1085,733109485275860992,15432,49102
1086,732732193018155009,481,2221
1087,732726085725589504,792,3283
1088,732585889486888962,712,3340
1089,732375214819057664,2272,7403
1090,732005617171337216,4852,13638
1091,731285275100512256,897,3210
1092,731156023742988288,1138,3534
1093,730924654643314689,1779,5617
1094,730573383004487680,1906,4440
1095,730427201120833536,936,3191
1096,730211855403241472,955,3478
1097,730196704625098752,1699,4423
1098,729854734790754305,1009,3706
1099,729838605770891264,338,1598
1100,729823566028484608,1121,3640
1101,729463711119904772,2082,5303
1102,729113531270991872,287,1733
1103,728986383096946689,734,2882
1104,728760639972315136,1535,4267
1105,728751179681943552,614,2529
1106,728653952833728512,944,3052
1107,728409960103686147,1819,4488
1108,728387165835677696,875,3413
1109,728046963732717569,1079,3919
1110,728035342121635841,1503,4146
1111,728015554473250816,989,3774
1112,727685679342333952,571,2717
1113,727644517743104000,1583,5366
1114,727524757080539137,1077,4093
1115,727314416056803329,670,3059
1116,727286334147182592,743,2815
1117,727175381690781696,1237,3581
1118,727155742655025152,1194,3311
1119,726935089318363137,2195,6268
1120,726887082820554753,1362,3522
1121,726828223124897792,911,3294
1122,726224900189511680,1041,4068
1123,725842289046749185,2407,6510
1124,725786712245440512,1238,3833
1125,725729321944506368,1602,4782
1126,725458796924002305,553,1297
1127,724983749226668032,1164,3428
1128,724771698126512129,566,2145
1129,724405726123311104,1507,4852
1130,724049859469295616,1615,3965
1131,724046343203856385,512,2449
1132,724004602748780546,1387,3826
1133,723912936180330496,1122,3578
1134,723688335806480385,2637,7020
1135,723673163800948736,812,2784
1136,723179728551723008,1684,4853
1137,722974582966214656,1427,3752
1138,722613351520608256,1491,4576
1139,721503162398597120,1637,4211
1140,721001180231503872,550,2336
1141,720785406564900865,696,2849
1142,720775346191278080,563,2247
1143,720415127506415616,1353,3782
1144,720389942216527872,2254,5842
1145,720340705894408192,872,2617
1146,720059472081784833,1015,3543
1147,720043174954147842,1813,4558
1148,719991154352222208,1587,4465
1149,719704490224398336,1290,4170
1150,719551379208073216,1706,4635
1151,719367763014393856,686,2599
1152,719339463458033665,1116,4077
1153,719332531645071360,854,3175
1154,718971898235854848,984,3195
1155,718939241951195136,1577,4792
1156,718631497683582976,7190,17288
1157,718613305783398402,425,2252
1158,718540630683709445,918,2243
1159,718460005985447936,473,2498
1160,718454725339934721,1372,4497
1161,718246886998687744,446,1756
1162,718234618122661888,910,3558
1163,717841801130979328,542,2269
1164,717790033953034240,982,2631
1165,717537687239008257,1655,5298
1166,717428917016076293,404,1475
1167,717421804990701568,753,2880
1168,717047459982213120,1732,5781
1169,717009362452090881,864,2969
1170,716802964044845056,1046,3950
1171,716791146589110272,1455,7725
1172,716730379797970944,395,1131
1173,716447146686459905,5288,11945
1174,716439118184652801,189,2189
1175,716285507865542656,961,2549
1176,716080869887381504,1700,6224
1177,715928423106027520,791,2920
1178,715758151270801409,1281,3405
1179,715733265223708672,1523,4265
1180,715704790270025728,510,2552
1181,715696743237730304,1160,3608
1182,715680795826982913,1438,3951
1183,715360349751484417,1407,5026
1184,715342466308784130,621,2785
1185,715220193576927233,584,2204
1186,715200624753819648,1679,4741
1187,715009755312439296,1103,3809
1188,714982300363173890,929,3415
1189,714962719905021952,3825,6725
1190,714957620017307648,1275,3798
1191,714631576617938945,893,3010
1192,714606013974974464,825,3330
1193,714485234495041536,1006,2445
1194,714258258790387713,666,2810
1195,714251586676113411,757,3021
1196,714214115368108032,796,2110
1197,714141408463036416,1276,3994
1198,713919462244790272,719,3033
1199,713909862279876608,483,1743
1200,713900603437621249,659,2605
1201,713761197720473600,1235,4444
1202,713411074226274305,1183,4081
1203,713177543487135744,2586,6629
1204,713175907180089344,1326,4070
1205,712809025985978368,6056,17484
1206,712717840512598017,4493,11286
1207,712668654853337088,1096,3813
1208,712438159032893441,1410,4894
1209,712309440758808576,24,221
1210,712097430750289920,929,3449
1211,712092745624633345,806,2702
1212,712085617388212225,434,3007
1213,712065007010385924,566,2068
1214,711998809858043904,120,0
1215,711968124745228288,2082,7398
1216,711743778164514816,906,2609
1217,711732680602345472,3679,8052
1218,711694788429553666,16557,30170
1219,711652651650457602,819,3533
1220,711363825979756544,1013,3311
1221,711306686208872448,675,3042
1222,711008018775851008,556,2736
1223,710997087345876993,1257,4198
1224,710844581445812225,609,2347
1225,710833117892898816,476,2458
1226,710658690886586372,512,2132
1227,710609963652087808,2150,4418
1228,710588934686908417,1693,4162
1229,710296729921429505,668,2191
1230,710283270106132480,478,1990
1231,710272297844797440,1137,4139
1232,710269109699739648,1009,2190
1233,710153181850935296,808,2674
1234,710140971284037632,798,2510
1235,710117014656950272,1777,5009
1236,709918798883774466,992,3220
1237,709901256215666688,92,605
1238,709852847387627521,1085,3224
1239,709566166965075968,1070,3246
1240,709556954897764353,973,3011
1241,709519240576036864,219,1382
1242,709449600415961088,517,2020
1243,709409458133323776,616,2417
1244,709225125749587968,520,2199
1245,709207347839836162,5160,11376
1246,709198395643068416,588,2260
1247,709179584944730112,606,1849
1248,709158332880297985,362,1873
1249,709042156699303936,1473,4312
1250,708853462201716736,591,1667
1251,708845821941387268,800,2735
1252,708834316713893888,448,1547
1253,708810915978854401,6237,15173
1254,708738143638450176,737,2531
1255,708711088997666817,637,2327
1256,708479650088034305,616,2336
1257,708469915515297792,729,2843
1258,708400866336894977,9024,14617
1259,708356463048204288,1195,3292
1260,708349470027751425,675,2182
1261,708149363256774660,1410,3976
1262,708130923141795840,782,3089
1263,708119489313951744,894,2467
1264,708109389455101952,500,1794
1265,708026248782585858,1745,4057
1266,707995814724026368,1010,2859
1267,707983188426153984,2,45
1268,707969809498152960,866,2481
1269,707776935007539200,870,3006
1270,707741517457260545,551,2285
1271,707738799544082433,2194,3720
1272,707693576495472641,915,3110
1273,707629649552134146,780,2350
1274,707610948723478529,5695,15544
1275,707420581654872064,630,2065
1276,707411934438625280,542,2114
1277,707387676719185920,1143,3201
1278,707377100785885184,974,3004
1279,707315916783140866,575,2280
1280,707297311098011648,707,2574
1281,707059547140169728,618,2394
1282,707038192327901184,716,2012
1283,707021089608753152,1220,3717
1284,707014260413456384,537,2104
1285,706904523814649856,7098,13380
1286,706901761596989440,520,1875
1287,706681918348251136,888,3019
1288,706644897839910912,980,2344
1289,706593038911545345,579,1982
1290,706538006853918722,1284,3179
1291,706516534877929472,928,2870
1292,706346369204748288,841,3160
1293,706310011488698368,7111,19456
1294,706291001778950144,434,1563
1295,706265994973601792,847,2511
1296,706169069255446529,2000,3577
1297,706166467411222528,1443,4707
1298,706153300320784384,343,1354
1299,705975130514706432,659,2853
1300,705970349788291072,794,2910
1301,705898680587526145,494,2173
1302,705786532653883392,466,1789
1303,705591895322394625,1020,2894
1304,705475953783398401,822,2730
1305,705442520700944385,1455,4053
1306,705428427625635840,1515,3498
1307,705239209544720384,675,2761
1308,705223444686888960,710,2368
1309,705102439679201280,472,1955
1310,705066031337840642,555,2004
1311,704871453724954624,1013,3949
1312,704859558691414016,473,2066
1313,704847917308362754,1359,4679
1314,704819833553219584,894,2440
1315,704761120771465216,2616,6116
1316,704499785726889984,899,2649
1317,704491224099647488,70,690
1318,704480331685040129,977,3136
1319,704364645503647744,3221,7307
1320,704347321748819968,312,1442
1321,704134088924532736,409,1381
1322,704113298707505153,519,1711
1323,704054845121142784,839,2683
1324,703774238772166656,403,1699
1325,703769065844768768,1017,2999
1326,703631701117943808,599,2355
1327,703611486317502464,1375,3529
1328,703425003149250560,1217,3486
1329,703407252292673536,623,2249
1330,703382836347330562,1023,3208
1331,703356393781329922,343,1760
1332,703268521220972544,494,1819
1333,703079050210877440,2792,6791
1334,703041949650034688,11274,24272
1335,702932127499816960,650,2359
1336,702899151802126337,409,1479
1337,702684942141153280,962,2968
1338,702671118226825216,506,2012
1339,702598099714314240,3124,11293
1340,702539513671897089,864,2632
1341,702332542343577600,1380,2927
1342,702321140488925184,948,3014
1343,702276748847800320,694,2275
1344,702217446468493312,1220,4375
1345,701981390485725185,887,3147
1346,701952816642965504,925,3535
1347,701889187134500865,1253,3236
1348,701805642395348998,1503,3105
1349,701601587219795968,415,1922
1350,701570477911896070,837,2569
1351,701545186879471618,549,2446
1352,701214700881756160,4618,11239
1353,700890391244103680,509,2031
1354,700864154249383937,554,2388
1355,700847567345688576,449,2263
1356,700796979434098688,855,2246
1357,700747788515020802,8404,20940
1358,700518061187723268,719,2387
1359,700505138482569216,520,2094
1360,700462010979500032,1622,3778
1361,700167517596164096,652,2420
1362,700151421916807169,605,2048
1363,700143752053182464,2424,6888
1364,700062718104104960,610,2442
1365,700029284593901568,527,1908
1366,700002074055016451,1196,3021
1367,699801817392291840,845,2768
1368,699788877217865730,469,2049
1369,699779630832685056,1102,2498
1370,699775878809702401,537,1798
1371,699691744225525762,4143,9412
1372,699446877801091073,2390,5491
1373,699434518667751424,464,2022
1374,699423671849451520,287,1246
1375,699413908797464576,568,1922
1376,699370870310113280,391,1745
1377,699323444782047232,783,2885
1378,699088579889332224,560,2073
1379,699079609774645248,570,2252
1380,699072405256409088,1074,2704
1381,699060279947165696,1611,3420
1382,699036661657767936,1086,2393
1383,698989035503689728,874,3067
1384,698953797952008193,823,2474
1385,698907974262222848,550,2331
1386,698710712454139905,616,2260
1387,698703483621523456,334,1313
1388,698635131305795584,310,1197
1389,698549713696649216,558,2148
1390,698355670425473025,394,1699
1391,698342080612007937,868,2069
1392,698262614669991936,1789,4378
1393,698195409219559425,5431,15454
1394,698178924120031232,673,2581
1395,697995514407682048,304,1405
1396,697990423684476929,1167,3005
1397,697943111201378304,608,2191
1398,697881462549430272,1053,2773
1399,697630435728322560,496,1593
1400,697616773278015490,919,2887
1401,697596423848730625,1129,2760
1402,697575480820686848,451,1878
1403,697516214579523584,986,1864
1404,697482927769255936,597,2227
1405,697463031882764288,1267,3155
1406,697270446429966336,1710,4338
1407,697259378236399616,898,3029
1408,697255105972801536,1052,2834
1409,697242256848379904,615,2322
1410,696900204696625153,933,2904
1411,696894894812565505,613,2158
1412,696886256886657024,1623,4433
1413,696877980375769088,635,2251
1414,696754882863349760,327,1367
1415,696744641916489729,833,1888
1416,696713835009417216,583,2168
1417,696518437233913856,1560,3621
1418,696490539101908992,127,1132
1419,696488710901260288,925,2302
1420,696405997980676096,1050,2919
1421,696100768806522880,583,1769
1422,695816827381944320,1050,2750
1423,695794761660297217,704,2912
1424,695767669421768709,663,1704
1425,695629776980148225,1888,4179
1426,695446424020918272,1647,4080
1427,695409464418041856,3230,7959
1428,695314793360662529,1293,3322
1429,695095422348574720,548,2449
1430,695074328191332352,987,2600
1431,695064344191721472,527,1471
1432,695051054296211456,715,2428
1433,694925794720792577,816,2485
1434,694905863685980160,832,2526
1435,694669722378485760,13026,32912
1436,694356675654983680,250,1386
1437,694352839993344000,538,1872
1438,694342028726001664,431,1456
1439,694329668942569472,449,1816
1440,694206574471057408,1844,3804
1441,694183373896572928,840,2699
1442,694001791655137281,921,3128
1443,693993230313091072,356,1726
1444,693942351086120961,327,1617
1445,693647888581312512,517,2469
1446,693644216740769793,115,1263
1447,693642232151285760,375,2343
1448,693629975228977152,719,2255
1449,693622659251335168,336,1414
1450,693590843962331137,1773,4643
1451,693582294167244802,222,1514
1452,693486665285931008,564,1623
1453,693280720173801472,1117,3076
1454,693267061318012928,730,2193
1455,693262851218264065,450,2037
1456,693231807727280129,668,2645
1457,693155686491000832,2887,7247
1458,693109034023534592,548,1558
1459,693095443459342336,403,1695
1460,692919143163629568,693,2493
1461,692905862751522816,786,2232
1462,692901601640583168,535,1610
1463,692894228850999298,713,2076
1464,692828166163931137,793,2650
1465,692752401762250755,3291,6265
1466,692568918515392513,1390,4016
1467,692535307825213440,1229,2893
1468,692530551048294401,367,1693
1469,692423280028966913,196,1368
1470,692417313023332352,3125,8630
1471,692187005137076224,743,2327
1472,692158366030913536,717,1967
1473,692142790915014657,353,1508
1474,692041934689402880,1129,3113
1475,692017291282812928,867,2665
1476,691820333922455552,1487,3628
1477,691793053716221953,3815,7461
1478,691756958957883396,883,2593
1479,691675652215414786,459,1793
1480,691483041324204033,499,2187
1481,691459709405118465,1015,3714
1482,691444869282295808,748,2430
1483,691416866452082688,6877,17774
1484,691321916024623104,597,2371
1485,691096613310316544,792,2751
1486,691090071332753408,305,1604
1487,690989312272396288,2607,5428
1488,690959652130045952,1112,3302
1489,690938899477221376,1742,3764
1490,690932576555528194,901,3016
1491,690735892932222976,1147,3483
1492,690728923253055490,465,1995
1493,690690673629138944,743,2141
1494,690649993829576704,246,1196
1495,690607260360429569,14,279
1496,690597161306841088,546,1780
1497,690400367696297985,406,1739
1498,690374419777196032,759,2962
1499,690360449368465409,787,2440
1500,690348396616552449,461,1363
1501,690248561355657216,369,1536
1502,690021994562220032,915,2573
1503,690015576308211712,658,2293
1504,690005060500217858,1533,3369
1505,689999384604450816,328,1303
1506,689993469801164801,403,1346
1507,689977555533848577,405,1260
1508,689905486972461056,619,2254
1509,689877686181715968,1040,2790
1510,689835978131935233,688,2012
1511,689661964914655233,850,2990
1512,689659372465688576,3458,9493
1513,689623661272240129,577,2032
1514,689599056876867584,5000,10718
1515,689557536375177216,402,1895
1516,689517482558820352,1293,3115
1517,689289219123089408,844,2069
1518,689283819090870273,999,3006
1519,689280876073582592,638,1821
1520,689275259254616065,223,1049
1521,689255633275777024,970,2340
1522,689154315265683456,895,2848
1523,689143371370250240,453,1859
1524,688916208532455424,771,2490
1525,688908934925697024,705,1936
1526,688898160958271489,707,1917
1527,688894073864884227,618,2054
1528,688828561667567616,321,1272
1529,688804835492233216,167,885
1530,688789766343622656,603,2045
1531,688547210804498433,626,2385
1532,688519176466644993,656,2144
1533,688385280030670848,4069,8496
1534,688211956440801280,750,2069
1535,688179443353796608,527,1976
1536,688116655151435777,696,2603
1537,688064179421470721,320,1592
1538,687841446767013888,2243,4998
1539,687826841265172480,1004,2513
1540,687818504314159109,861,2278
1541,687807801670897665,654,2195
1542,687732144991551489,590,1613
1543,687704180304273409,764,2234
1544,687664829264453632,468,1796
1545,687494652870668288,527,1750
1546,687480748861947905,221,1469
1547,687476254459715584,480,1824
1548,687460506001633280,490,1901
1549,687399393394311168,550,1736
1550,687317306314240000,8312,18584
1551,687312378585812992,1725,3995
1552,687127927494963200,2043,4959
1553,687124485711986689,460,2015
1554,687109925361856513,2224,5342
1555,687102708889812993,868,2166
1556,687096057537363968,550,2072
1557,686947101016735744,2897,7951
1558,686760001961103360,1254,3228
1559,686749460672679938,1311,3190
1560,686730991906516992,1087,3788
1561,686683045143953408,728,2602
1562,686618349602762752,1236,3402
1563,686606069955735556,489,1744
1564,686394059078897668,629,1584
1565,686386521809772549,790,2999
1566,686377065986265092,513,2037
1567,686358356425093120,595,1990
1568,686286779679375361,1518,3702
1569,686050296934563840,665,2064
1570,686035780142297088,103,1061
1571,686034024800862208,1033,2834
1572,686007916130873345,360,2272
1573,686003207160610816,561,1672
1574,685973236358713344,474,1930
1575,685943807276412928,531,1493
1576,685906723014619143,2580,6879
1577,685681090388975616,110,1882
1578,685667379192414208,506,2179
1579,685663452032069632,1328,2962
1580,685641971164143616,693,2680
1581,685547936038666240,14058,30241
1582,685532292383666176,1042,2801
1583,685325112850124800,3566,8649
1584,685321586178670592,578,2433
1585,685315239903100929,941,3021
1586,685307451701334016,395,1916
1587,685268753634967552,1070,2827
1588,685198997565345792,588,2129
1589,685169283572338688,1271,3766
1590,684969860808454144,326,2216
1591,684959798585110529,2802,6271
1592,684940049151070208,943,2953
1593,684926975086034944,417,3204
1594,684914660081053696,1320,3209
1595,684902183876321280,462,1714
1596,684880619965411328,722,1920
1597,684830982659280897,19592,32199
1598,684800227459624960,898,2508
1599,684594889858887680,3162,8149
1600,684588130326986752,1273,3797
1601,684567543613382656,1098,2747
1602,684538444857667585,851,2428
1603,684481074559381504,1069,3551
1604,684460069371654144,501,1809
1605,684241637099323392,2933,7453
1606,684225744407494656,183,1136
1607,684222868335505415,1234,3498
1608,684200372118904832,942,1971
1609,684195085588783105,451,1752
1610,684188786104872960,1044,3204
1611,684177701129875456,589,1861
1612,684147889187209216,1362,2730
1613,684122891630342144,425,1855
1614,684097758874210310,1293,3773
1615,683857920510050305,1014,3498
1616,683852578183077888,315,1786
1617,683849932751646720,849,2398
1618,683834909291606017,1016,2399
1619,683828599284170753,968,2574
1620,683773439333797890,1216,3059
1621,683742671509258241,2988,5952
1622,683515932363329536,2598,6766
1623,683498322573824003,871,2920
1624,683481228088049664,901,2437
1625,683462770029932544,619,2236
1626,683449695444799489,1451,3566
1627,683391852557561860,2169,7023
1628,683357973142474752,821,2658
1629,683142553609318400,929,2637
1630,683111407806746624,814,3130
1631,683098815881154561,586,1988
1632,683078886620553216,516,1851
1633,683030066213818368,665,1991
1634,682962037429899265,14796,33650
1635,682808988178739200,154,1622
1636,682788441537560576,1015,2276
1637,682750546109968385,397,1394
1638,682697186228989953,332,1204
1639,682662431982772225,982,2805
1640,682638830361513985,533,1899
1641,682429480204398592,1041,3166
1642,682406705142087680,1582,6940
1643,682393905736888321,593,2059
1644,682389078323662849,422,1531
1645,682303737705140231,879,2809
1646,682259524040966145,1073,3793
1647,682242692827447297,1035,2957
1648,682088079302213632,8830,16699
1649,682059653698686977,1522,4525
1650,682047327939461121,844,2946
1651,682032003584274432,1784,6025
1652,682003177596559360,1363,2841
1653,681981167097122816,915,2587
1654,681891461017812993,743,2264
1655,681694085539872773,3675,11774
1656,681679526984871937,399,1627
1657,681654059175129088,818,2410
1658,681610798867845120,415,1725
1659,681579835668455424,1172,3236
1660,681523177663676416,5180,13110
1661,681340665377193984,245,1516
1662,681339448655802368,3687,8531
1663,681320187870711809,670,2400
1664,681302363064414209,1617,3582
1665,681297372102656000,850,2947
1666,681281657291280384,991,2954
1667,681261549936340994,235,1331
1668,681242418453299201,469,1357
1669,681231109724700672,434,2226
1670,681193455364796417,1332,3400
1671,680970795137544192,582,2197
1672,680959110691590145,1812,4197
1673,680940246314430465,933,2912
1674,680934982542561280,390,1904
1675,680913438424612864,562,2198
1676,680889648562991104,323,1602
1677,680836378243002368,1180,3170
1678,680805554198020098,606,1965
1679,680801747103793152,738,2178
1680,680798457301471234,936,2593
1681,680609293079592961,622,2402
1682,680583894916304897,1184,3288
1683,680497766108381184,1725,3866
1684,680494726643068929,438,1567
1685,680473011644985345,665,2338
1686,680440374763077632,438,1318
1687,680221482581123072,259,1351
1688,680206703334408192,1039,2573
1689,680191257256136705,439,1967
1690,680176173301628928,1387,3543
1691,680161097740095489,667,2125
1692,680145970311643136,1553,3296
1693,680130881361686529,852,2103
1694,680115823365742593,821,2485
1695,680100725817409536,1241,3289
1696,680085611152338944,8107,11680
1697,680070545539371008,771,2377
1698,679877062409191424,574,1781
1699,679872969355714560,594,2007
1700,679862121895714818,553,2241
1701,679854723806179328,1094,2600
1702,679844490799091713,682,2177
1703,679828447187857408,12504,32949
1704,679777920601223168,990,2847
1705,679736210798047232,713,1903
1706,679729593985699840,744,1984
1707,679722016581222400,424,1532
1708,679530280114372609,1873,4349
1709,679527802031484928,646,2408
1710,679511351870550016,1141,3056
1711,679503373272485890,1327,2891
1712,679475951516934144,576,1912
1713,679462823135686656,16917,29264
1714,679405845277462528,1068,2149
1715,679158373988876288,7205,19333
1716,679148763231985668,917,2547
1717,679132435750195208,1032,2687
1718,679111216690831360,2296,5401
1719,679062614270468097,7166,15420
1720,679047485189439488,584,2049
1721,679001094530465792,1090,2584
1722,678991772295516161,1012,2059
1723,678969228704284672,406,1496
1724,678800283649069056,815,2350
1725,678798276842360832,1019,3157
1726,678774928607469569,815,2561
1727,678767140346941444,1219,3206
1728,678764513869611008,412,1473
1729,678755239630127104,2914,6447
1730,678740035362037760,1481,3376
1731,678708137298427904,2173,5102
1732,678675843183484930,1309,2593
1733,678643457146150913,359,1875
1734,678446151570427904,1367,3645
1735,678424312106393600,2258,4974
1736,678410210315247616,1601,3812
1737,678399652199309312,28428,73070
1738,678396796259975168,372,1449
1739,678389028614488064,379,1706
1740,678380236862578688,819,2220
1741,678341075375947776,471,1561
1742,678334497360859136,222,1177
1743,678278586130948096,5463,10370
1744,678255464182861824,326,1444
1745,678023323247357953,340,1736
1746,678021115718029313,5598,12302
1747,677961670166224897,1519,3117
1748,677918531514703872,363,1216
1749,677895101218201600,1834,4372
1750,677716515794329600,871,2772
1751,677700003327029250,1281,3099
1752,677698403548192770,286,1114
1753,677687604918272002,748,2247
1754,677673981332312066,1340,3025
1755,677662372920729601,839,1767
1756,677644091929329666,725,1707
1757,677573743309385728,596,1926
1758,677565715327688705,409,1187
1759,677557565589463040,1010,2206
1760,677547928504967168,3280,6289
1761,677530072887205888,204,962
1762,677335745548390400,1543,2748
1763,677334615166730240,249,1220
1764,677331501395156992,207,986
1765,677328882937298944,1335,3324
1766,677314812125323265,468,1493
1767,677301033169788928,354,1106
1768,677269281705472000,631,1789
1769,677228873407442944,1457,3191
1770,677187300187611136,805,2477
1771,676975532580409345,946,2515
1772,676957860086095872,718,2017
1773,676949632774234114,348,1179
1774,676948236477857792,771,1945
1775,676946864479084545,326,1571
1776,676942428000112642,665,1865
1777,676936541936185344,4409,11565
1778,676916996760600576,1609,2680
1779,676897532954456065,646,2047
1780,676864501615042560,620,1883
1781,676821958043033607,13704,20609
1782,676819651066732545,598,1652
1783,676811746707918848,378,1301
1784,676776431406465024,1793,4495
1785,676617503762681856,852,2612
1786,676613908052996102,175,984
1787,676606785097199616,386,1717
1788,676603393314578432,338,1030
1789,676593408224403456,1880,4112
1790,676590572941893632,110,835
1791,676588346097852417,694,2076
1792,676582956622721024,251,1070
1793,676575501977128964,982,2321
1794,676533798876651520,487,1694
1795,676496375194980353,468,1371
1796,676470639084101634,4153,10525
1797,676440007570247681,587,1560
1798,676430933382295552,302,1259
1799,676263575653122048,483,1884
1800,676237365392908289,248,1088
1801,676219687039057920,27609,70536
1802,676215927814406144,516,1567
1803,676191832485810177,914,2049
1804,676146341966438401,584,1745
1805,676121918416756736,1022,1957
1806,676101918813499392,1047,2570
1807,676098748976615425,1243,2671
1808,676089483918516224,389,1178
1809,675898130735476737,505,1441
1810,675891555769696257,760,1917
1811,675888385639251968,836,2104
1812,675878199931371520,1235,3778
1813,675870721063669760,496,1462
1814,675853064436391936,1132,2417
1815,675849018447167488,123,862
1816,675845657354215424,773,2039
1817,675822767435051008,474,1384
1818,675820929667219457,205,954
1819,675798442703122432,3036,9287
1820,675781562965868544,418,1452
1821,675740360753160193,294,1055
1822,675710890956750848,716,1679
1823,675707330206547968,594,1783
1824,675706639471788032,85,583
1825,675534494439489536,361,1658
1826,675531475945709568,329,1062
1827,675522403582218240,249,938
1828,675517828909424640,406,1146
1829,675501075957489664,5196,15495
1830,675497103322386432,1127,2813
1831,675489971617296384,526,1147
1832,675483430902214656,851,1657
1833,675432746517426176,500,1357
1834,675372240448454658,452,1522
1835,675362609739206656,192,939
1836,675354435921575936,14840,29322
1837,675349384339542016,1994,3515
1838,675334060156301312,1127,2473
1839,675166823650848770,1378,3163
1840,675153376133427200,2252,5572
1841,675149409102012420,1496,3342
1842,675147105808306176,196,842
1843,675146535592706048,254,1050
1844,675145476954566656,778,1907
1845,675135153782571009,410,1159
1846,675113801096802304,684,1729
1847,675111688094527488,213,868
1848,675109292475830276,995,2510
1849,675047298674663426,274,925
1850,675015141583413248,1030,2404
1851,675006312288268288,200,877
1852,675003128568291329,406,1387
1853,674999807681908736,951,1990
1854,674805413498527744,315,757
1855,674800520222154752,745,2683
1856,674793399141146624,950,2215
1857,674790488185167872,216,981
1858,674788554665512960,181,718
